# PLEASE DO NOT REMOVE OR CHANGE THIS COPYRIGHT BLOCK
#====================================================================
#
#  Quranic Arabic Corpus (morphology, version 0.4)
#  Copyright (C) 2011 Kais Dukes
#  License: GNU General Public License
#
#  The Quranic Arabic Corpus includes syntactic and morphological
#  annotation of the Quran, and builds on the verified Arabic text
#  distributed by the Tanzil project.
#
#  TERMS OF USE:
#
#  - Permission is granted to copy and distribute verbatim copies
#    of this file, but CHANGING IT IS NOT ALLOWED.
#
#  - This annotation can be used in any website or application,
#    provided its source (the Quranic Arabic Corpus) is clearly
#    indicated, and a link is made to http://corpus.quran.com to enable
#    users to keep track of changes.
#
#  - This copyright notice shall be included in all verbatim copies
#    of the text, and shall be reproduced appropriately in all works
#    derived from or containing substantial portion of this file.
#
#  Please check updates at: http://corpus.quran.com/download

# PLEASE DO NOT REMOVE OR CHANGE THIS COPYRIGHT BLOCK
#====================================================================
#
#  Tanzil Quran Text (Uthmani, version 1.0.2)
#  Copyright (C) 2008-2009 Tanzil.info
#  License: Creative Commons BY-ND 3.0 Unported
#
#  This copy of quran text is carefully produced, highly
#  verified and continuously monitored by a group of specialists
#  at Tanzil project.
#
#  TERMS OF USE:
#
#  - Permission is granted to copy and distribute verbatim copies
#    of this text, but CHANGING IT IS NOT ALLOWED.
#
#  - This quran text can be used in any website or application,
#    provided its source (Tanzil.info) is clearly indicated, and
#    a link is made to http://tanzil.info to enable users to keep
#    track of changes.
#
#  - This copyright notice shall be included in all verbatim copies
#    of the text, and shall be reproduced appropriately in all files
#    derived from or containing substantial portion of this text.
#
#  Please check updates at: http://tanzil.info/updates/
#
#====================================================================

LOCATION	FORM	TAG	FEATURES
(24:49:5:2)	w^A@	PRON	SUFFIX|PRON:3MP
(24:49:6:1)	<ilayo	P	STEM|POS:P|LEM:<ilaY`
(24:49:6:2)	hi	PRON	SUFFIX|PRON:3MS
(24:49:7:1)	mu*oEiniyna	N	STEM|POS:N|ACT|PCPL|(IV)|LEM:mu*oEiniyn|ROOT:*En|MP|ACC
(24:50:1:1)	>a	INTG	PREFIX|A:INTG+
(24:50:1:2)	fiY	P	STEM|POS:P|LEM:fiY
(24:50:2:1)	quluwbi	N	STEM|POS:N|LEM:qalob|ROOT:qlb|FP|GEN
(24:50:2:2)	him	PRON	SUFFIX|PRON:3MP
(24:50:3:1)	m~araDN	N	STEM|POS:N|LEM:m~araD|ROOT:mrD|M|INDEF|NOM
(24:50:4:1)	>ami	CONJ	STEM|POS:CONJ|LEM:>am
(24:50:5:1)	{rotaAbu	V	STEM|POS:V|PERF|(VIII)|LEM:{rotaAba|ROOT:ryb|3MP
(24:50:5:2)	w^A@	PRON	SUFFIX|PRON:3MP
(24:50:6:1)	>amo	CONJ	STEM|POS:CONJ|LEM:>am
(24:50:7:1)	yaxaAfu	V	STEM|POS:V|IMPF|LEM:xaAfa|ROOT:xwf|3MP
(24:50:7:2)	wna	PRON	SUFFIX|PRON:3MP
(24:50:8:1)	>an	SUB	STEM|POS:SUB|LEM:>an
(24:50:9:1)	yaHiyfa	V	STEM|POS:V|IMPF|LEM:yaHiyfa|ROOT:Hyf|3MS|MOOD:SUBJ
(24:50:10:1)	{ll~ahu	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
(24:50:11:1)	Ealayo	P	STEM|POS:P|LEM:EalaY`
(24:50:11:2)	himo	PRON	SUFFIX|PRON:3MP
(24:50:12:1)	wa	CONJ	PREFIX|w:CONJ+
(24:50:12:2)	rasuwlu	N	STEM|POS:N|LEM:rasuwl|ROOT:rsl|M|NOM
(24:50:12:3)	hu,	PRON	SUFFIX|PRON:3MS
(24:50:13:1)	balo	RET	STEM|POS:RET|LEM:bal
(24:50:14:1)	>uw@la`^}ika	DEM	STEM|POS:DEM|LEM:>uwla`^}ik|P
(24:50:15:1)	humu	PRON	STEM|POS:PRON|3MP
(24:50:16:1)	{l	DET	PREFIX|Al+
(24:50:16:2)	Z~a`limuwna	N	STEM|POS:N|ACT|PCPL|LEM:ZaAlim|ROOT:Zlm|MP|NOM
(24:51:1:1)	<in~a	ACC	STEM|POS:ACC|LEM:<in~|SP:<in~
(24:51:1:2)	maA	PREV	STEM|POS:PREV|LEM:maA
(24:51:2:1)	kaAna	V	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS
(24:51:3:1)	qawola	N	STEM|POS:N|VN|LEM:qawol|ROOT:qwl|M|ACC
(24:51:4:1)	{lo	DET	PREFIX|Al+
(24:51:4:2)	mu&ominiyna	N	STEM|POS:N|ACT|PCPL|(IV)|LEM:mu&omin|ROOT:Amn|MP|GEN
(24:51:5:1)	<i*aA	T	STEM|POS:T|LEM:<i*aA
(24:51:6:1)	duEu	V	STEM|POS:V|PERF|PASS|LEM:daEaA|ROOT:dEw|3MP
(24:51:6:2)	w^A@	PRON	SUFFIX|PRON:3MP
(24:51:7:1)	<ilaY	P	STEM|POS:P|LEM:<ilaY`
(24:51:8:1)	{ll~ahi	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
(24:51:9:1)	wa	CONJ	PREFIX|w:CONJ+
(24:51:9:2)	rasuwli	N	STEM|POS:N|LEM:rasuwl|ROOT:rsl|M|GEN
(24:51:9:3)	hi.	PRON	SUFFIX|PRON:3MS
(24:51:10:1)	li	PRP	PREFIX|l:PRP+
(24:51:10:2)	yaHokuma	V	STEM|POS:V|IMPF|LEM:Hakama|ROOT:Hkm|3MS|MOOD:SUBJ
(24:51:11:1)	bayona	LOC	STEM|POS:LOC|LEM:bayon|ROOT:byn|ACC
(24:51:11:2)	humo	PRON	SUFFIX|PRON:3MP
(24:51:12:1)	>an	SUB	STEM|POS:SUB|LEM:>an
(24:51:13:1)	yaquwlu	V	STEM|POS:V|IMPF|LEM:qaAla|ROOT:qwl|3MP|MOOD:SUBJ
(24:51:13:2)	wA@	PRON	SUFFIX|PRON:3MP
(24:51:14:1)	samiEo	V	STEM|POS:V|PERF|LEM:samiEa|ROOT:smE|1P
(24:51:14:2)	naA	PRON	SUFFIX|PRON:1P
(24:51:15:1)	wa	CONJ	PREFIX|w:CONJ+
(24:51:15:2)	>aTaEo	V	STEM|POS:V|PERF|(IV)|LEM:>aTaAEa|ROOT:TwE|1P
(24:51:15:3)	naA	PRON	SUFFIX|PRON:1P
(24:51:16:1)	wa	CONJ	PREFIX|w:CONJ+
(24:51:16:2)	>uw@la`^}ika	DEM	STEM|POS:DEM|LEM:>uwla`^}ik|P
(24:51:17:1)	humu	PRON	STEM|POS:PRON|3MP
(24:51:18:1)	{lo	DET	PREFIX|Al+
(24:51:18:2)	mufoliHuwna	N	STEM|POS:N|ACT|PCPL|(IV)|LEM:mufoliHuwn|ROOT:flH|MP|NOM
(24:52:1:1)	wa	CONJ	PREFIX|w:CONJ+
(24:52:1:2)	man	REL	STEM|POS:REL|LEM:man
(24:52:2:1)	yuTiEi	V	STEM|POS:V|IMPF|(IV)|LEM:>aTaAEa|ROOT:TwE|3MS|MOOD:JUS
(24:52:3:1)	{ll~aha	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|ACC
(24:52:4:1)	wa	CONJ	PREFIX|w:CONJ+
(24:52:4:2)	rasuwla	N	STEM|POS:N|LEM:rasuwl|ROOT:rsl|M|ACC
(24:52:4:3)	hu,	PRON	SUFFIX|PRON:3MS
(24:52:5:1)	wa	CONJ	PREFIX|w:CONJ+
(24:52:5:2)	yaxo$a	V	STEM|POS:V|IMPF|LEM:xa$iYa|ROOT:x$y|3MS|MOOD:JUS
(24:52:6:1)	{ll~aha	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|ACC
(24:52:7:1)	wa	CONJ	PREFIX|w:CONJ+
(24:52:7:2)	yat~aqo	V	STEM|POS:V|IMPF|(VIII)|LEM:{t~aqaY`|ROOT:wqy|3MS|MOOD:JUS
(24:52:7:3)	hi	PRON	SUFFIX|PRON:3MS
(24:52:8:1)	fa	REM	PREFIX|f:REM+
(24:52:8:2)	>uw@la`^}ika	DEM	STEM|POS:DEM|LEM:>uwla`^}ik|P
(24:52:9:1)	humu	PRON	STEM|POS:PRON|3MP
(24:52:10:1)	{lo	DET	PREFIX|Al+
(24:52:10:2)	faA^}izuwna	N	STEM|POS:N|ACT|PCPL|LEM:faA^}izuwn|ROOT:fwz|MP|NOM
(24:53:1:1)	wa	CONJ	PREFIX|w:CONJ+
(24:53:1:2)	>aqosamu	V	STEM|POS:V|PERF|(IV)|LEM:>aqosamu|ROOT:qsm|3MP
(24:53:1:3)	wA@	PRON	SUFFIX|PRON:3MP
(24:53:2:1)	bi	P	PREFIX|bi+
(24:53:2:2)	{ll~ahi	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
(24:53:3:1)	jahoda	N	STEM|POS:N|VN|LEM:jahod|ROOT:jhd|M|ACC
(24:53:4:1)	>ayoma`ni	N	STEM|POS:N|LEM:yamiyn|ROOT:ymn|MP|GEN
(24:53:4:2)	himo	PRON	SUFFIX|PRON:3MP
(24:53:5:1)	la	EMPH	PREFIX|l:EMPH+
(24:53:5:2)	}ino	COND	STEM|POS:COND|LEM:<in
(24:53:6:1)	>amaro	V	STEM|POS:V|PERF|LEM:>amara|ROOT:Amr|2MS
(24:53:6:2)	ta	PRON	SUFFIX|PRON:2MS
(24:53:6:3)	humo	PRON	SUFFIX|PRON:3MP
(24:53:7:1)	la	EMPH	PREFIX|l:EMPH+
(24:53:7:2)	yaxoruju	V	STEM|POS:V|IMPF|LEM:xaraja|ROOT:xrj|3MP
(24:53:7:3)	n~a	EMPH	SUFFIX|+n:EMPH
(24:53:8:1)	qul	V	STEM|POS:V|IMPV|LEM:qaAla|ROOT:qwl|2MS
(24:53:9:1)	l~aA	PRO	STEM|POS:PRO|LEM:laA
(24:53:10:1)	tuqosimu	V	STEM|POS:V|IMPF|(IV)|LEM:>aqosamu|ROOT:qsm|2MP|MOOD:JUS
(24:53:10:2)	wA@	PRON	SUFFIX|PRON:2MP
(24:53:11:1)	TaAEapN	N	STEM|POS:N|LEM:TaAEap|ROOT:TwE|F|INDEF|NOM
(24:53:12:1)	m~aEoruwfapN	N	STEM|POS:N|PASS|PCPL|LEM:m~aEoruwfap|ROOT:Erf|F|INDEF|NOM
(24:53:13:1)	<in~a	ACC	STEM|POS:ACC|LEM:<in~|SP:<in~
(24:53:14:1)	{ll~aha	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|ACC
(24:53:15:1)	xabiyrN[	ADJ	STEM|POS:ADJ|LEM:xabiyr|ROOT:xbr|MS|INDEF|NOM
(24:53:16:1)	bi	P	PREFIX|bi+
(24:53:16:2)	maA	REL	STEM|POS:REL|LEM:maA
(24:53:17:1)	taEomalu	V	STEM|POS:V|IMPF|LEM:Eamila|ROOT:Eml|2MP
(24:53:17:2)	wna	PRON	SUFFIX|PRON:2MP
(24:54:1:1)	qulo	V	STEM|POS:V|IMPV|LEM:qaAla|ROOT:qwl|2MS
(24:54:2:1)	>aTiyEu	V	STEM|POS:V|IMPV|(IV)|LEM:>aTaAEa|ROOT:TwE|2MP
(24:54:2:2)	wA@	PRON	SUFFIX|PRON:2MP
(24:54:3:1)	{ll~aha	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|ACC
(24:54:4:1)	wa	CONJ	PREFIX|w:CONJ+
(24:54:4:2)	>aTiyEu	V	STEM|POS:V|IMPV|(IV)|LEM:>aTaAEa|ROOT:TwE|2MP
(24:54:4:3)	wA@	PRON	SUFFIX|PRON:2MP
(24:54:5:1)	{l	DET	PREFIX|Al+
(24:54:5:2)	r~asuwla	N	STEM|POS:N|LEM:rasuwl|ROOT:rsl|M|ACC
(24:54:6:1)	fa	REM	PREFIX|f:REM+
(24:54:6:2)	<in	COND	STEM|POS:COND|LEM:<in
(24:54:7:1)	tawal~a	V	STEM|POS:V|IMPF|(V)|LEM:tawal~aY`|ROOT:wly|2MP|MOOD:SUBJ
(24:54:7:2)	woA@	PRON	SUFFIX|PRON:2MP
(24:54:8:1)	fa	REM	PREFIX|f:REM+
(24:54:8:2)	<in~a	ACC	STEM|POS:ACC|LEM:<in~|SP:<in~
(24:54:8:3)	maA	PREV	STEM|POS:PREV|LEM:maA
(24:54:9:1)	Ealayo	P	STEM|POS:P|LEM:EalaY`
(24:54:9:2)	hi	PRON	SUFFIX|PRON:3MS
(24:54:10:1)	maA	REL	STEM|POS:REL|LEM:maA
(24:54:11:1)	Hum~ila	V	STEM|POS:V|PERF|PASS|(II)|LEM:Hum~ila|ROOT:Hml|3MS
(24:54:12:1)	wa	CONJ	PREFIX|w:CONJ+
(24:54:12:2)	Ealayo	P	STEM|POS:P|LEM:EalaY`
(24:54:12:3)	kum	PRON	SUFFIX|PRON:2MP
(24:54:13:1)	m~aA	REL	STEM|POS:REL|LEM:maA
(24:54:14:1)	Hum~ilo	V	STEM|POS:V|PERF|PASS|(II)|LEM:Hum~ila|ROOT:Hml|2MP
(24:54:14:2)	tumo	PRON	SUFFIX|PRON:2MP
(24:54:15:1)	wa	CONJ	PREFIX|w:CONJ+
(24:54:15:2)	<in	COND	STEM|POS:COND|LEM:<in
(24:54:16:1)	tuTiyEu	V	STEM|POS:V|IMPF|(IV)|LEM:>aTaAEa|ROOT:TwE|2MP|MOOD:SUBJ
(24:54:16:2)	w	PRON	SUFFIX|PRON:2MP
(24:54:16:3)	hu	PRON	SUFFIX|PRON:3MS
(24:54:17:1)	tahotadu	V	STEM|POS:V|IMPF|(VIII)|LEM:{hotadaY`|ROOT:hdy|2MP|MOOD:SUBJ
(24:54:17:2)	wA@	PRON	SUFFIX|PRON:2MP
(24:54:18:1)	wa	CONJ	PREFIX|w:CONJ+
(24:54:18:2)	maA	NEG	STEM|POS:NEG|LEM:maA
(24:54:19:1)	EalaY	P	STEM|POS:P|LEM:EalaY`
(24:54:20:1)	{l	DET	PREFIX|Al+
(24:54:20:2)	r~asuwli	N	STEM|POS:N|LEM:rasuwl|ROOT:rsl|M|GEN
(24:54:21:1)	<il~aA	RES	STEM|POS:RES|LEM:<il~aA
(24:54:22:1)	{lo	DET	PREFIX|Al+
(24:54:22:2)	bala`gu	N	STEM|POS:N|LEM:bala`g|ROOT:blg|M|NOM
(24:54:23:1)	{lo	DET	PREFIX|Al+
(24:54:23:2)	mubiynu	N	STEM|POS:N|ACT|PCPL|(IV)|LEM:m~ubiyn|ROOT:byn|M|NOM
(24:55:1:1)	waEada	V	STEM|POS:V|PERF|LEM:waEada|ROOT:wEd|3MS
(24:55:2:1)	{ll~ahu	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
(24:55:3:1)	{l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
(24:55:4:1)	'aAmanu	V	STEM|POS:V|PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MP
(24:55:4:2)	wA@	PRON	SUFFIX|PRON:3MP
(24:55:5:1)	min	P	STEM|POS:P|LEM:min
(24:55:5:2)	kumo	PRON	SUFFIX|PRON:2MP
(24:55:6:1)	wa	CONJ	PREFIX|w:CONJ+
(24:55:6:2)	Eamilu	V	STEM|POS:V|PERF|LEM:Eamila|ROOT:Eml|3MP
(24:55:6:3)	wA@	PRON	SUFFIX|PRON:3MP
(24:55:7:1)	{l	DET	PREFIX|Al+
(24:55:7:2)	S~a`liHa`ti	N	STEM|POS:N|ACT|PCPL|LEM:S~a`liHa`t|ROOT:SlH|FP|GEN
(24:55:8:1)	la	EMPH	PREFIX|l:EMPH+
(24:55:8:2)	yasotaxolifa	V	STEM|POS:V|IMPF|(X)|LEM:{sotaxolafa|ROOT:xlf|3MS
(24:55:8:3)	n~a	EMPH	SUFFIX|+n:EMPH
(24:55:8:4)	humo	PRON	SUFFIX|PRON:3MP
(24:55:9:1)	fiY	P	STEM|POS:P|LEM:fiY
(24:55:10:1)	{lo	DET	PREFIX|Al+
(24:55:10:2)	>aroDi	N	STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN
(24:55:11:1)	ka	P	PREFIX|ka+
(24:55:11:2)	maA	SUB	STEM|POS:SUB|LEM:maA
(24:55:12:1)	{sotaxolafa	V	STEM|POS:V|PERF|(X)|LEM:{sotaxolafa|ROOT:xlf|3MS
(24:55:13:1)	{l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
(24:55:14:1)	min	P	STEM|POS:P|LEM:min
(24:55:15:1)	qaboli	N	STEM|POS:N|LEM:qabol|ROOT:qbl|GEN
(24:55:15:2)	himo	PRON	SUFFIX|PRON:3MP
(24:55:16:1)	wa	CONJ	PREFIX|w:CONJ+
(24:55:16:2)	la	EMPH	PREFIX|l:EMPH+
(24:55:16:3)	yumak~ina	V	STEM|POS:V|IMPF|(II)|LEM:mak~a|ROOT:mkn|3MS
(24:55:16:4)	n~a	EMPH	SUFFIX|+n:EMPH
(24:55:17:1)	la	P	PREFIX|l:P+
(24:55:17:2)	humo	PRON	STEM|POS:PRON|3MP
(24:55:18:1)	diyna	N	STEM|POS:N|LEM:diyn|ROOT:dyn|M|ACC
(24:55:18:2)	humu	PRON	SUFFIX|PRON:3MP
(24:55:19:1)	{l~a*iY	REL	STEM|POS:REL|LEM:{l~a*iY|MS
(24:55:20:1)	{rotaDaY`	V	STEM|POS:V|PERF|(VIII)|LEM:{rotaDaY`|ROOT:rDw|3MS
(24:55:21:1)	la	P	PREFIX|l:P+
(24:55:21:2)	humo	PRON	STEM|POS:PRON|3MP
(24:55:22:1)	wa	CONJ	PREFIX|w:CONJ+
(24:55:22:2)	la	EMPH	PREFIX|l:EMPH+
(24:55:22:3)	yubad~ila	V	STEM|POS:V|IMPF|(II)|LEM:bad~ala|ROOT:bdl|3MS
(24:55:22:4)	n~a	EMPH	SUFFIX|+n:EMPH
(24:55:22:5)	hum	PRON	SUFFIX|PRON:3MP
(24:55:23:1)	m~in[	P	STEM|POS:P|LEM:min
(24:55:24:1)	baEodi	N	STEM|POS:N|LEM:baEod|ROOT:bEd|GEN
(24:55:25:1)	xawofi	N	STEM|POS:N|LEM:xawof|ROOT:xwf|M|GEN
(24:55:25:2)	himo	PRON	SUFFIX|PRON:3MP
(24:55:26:1)	>amonFA	N	STEM|POS:N|LEM:>amon|ROOT:Amn|M|INDEF|ACC
(24:55:27:1)	yaEobudu	V	STEM|POS:V|IMPF|LEM:Eabada|ROOT:Ebd|3MP
(24:55:27:2)	wna	PRON	SUFFIX|PRON:3MP
(24:55:27:3)	niY	PRON	SUFFIX|PRON:1S
(24:55:28:1)	laA	NEG	STEM|POS:NEG|LEM:laA
(24:55:29:1)	yu$oriku	V	STEM|POS:V|IMPF|(IV)|LEM:>a$oraka|ROOT:$rk|3MP
(24:55:29:2)	wna	PRON	SUFFIX|PRON:3MP
(24:55:30:1)	bi	P	PREFIX|bi+
(24:55:30:2)	Y	PRON	STEM|POS:PRON|1S
(24:55:31:1)	$ayo_#FA	N	STEM|POS:N|LEM:$aYo'|ROOT:$yA|M|INDEF|ACC
(24:55:32:1)	wa	CONJ	PREFIX|w:CONJ+
(24:55:32:2)	man	REL	STEM|POS:REL|LEM:man
(24:55:33:1)	kafara	V	STEM|POS:V|PERF|LEM:kafara|ROOT:kfr|3MS
(24:55:34:1)	baEoda	T	STEM|POS:T|LEM:baEod|ROOT:bEd|ACC
(24:55:35:1)	*a`lika	DEM	STEM|POS:DEM|LEM:*a`lik|MS
(24:55:36:1)	fa	REM	PREFIX|f:REM+
(24:55:36:2)	>uw@la`^}ika	DEM	STEM|POS:DEM|LEM:>uwla`^}ik|P
(24:55:37:1)	humu	PRON	STEM|POS:PRON|3MP
(24:55:38:1)	{lo	DET	PREFIX|Al+
(24:55:38:2)	fa`siquwna	N	STEM|POS:N|ACT|PCPL|LEM:faAsiq|ROOT:fsq|MP|NOM
(24:56:1:1)	wa	CONJ	PREFIX|w:CONJ+
(24:56:1:2)	>aqiymu	V	STEM|POS:V|IMPV|(IV)|LEM:>aqaAma|ROOT:qwm|2MP
(24:56:1:3)	wA@	PRON	SUFFIX|PRON:2MP
(24:56:2:1)	{l	DET	PREFIX|Al+
(24:56:2:2)	S~alaw`pa	N	STEM|POS:N|LEM:Salaw`p|ROOT:Slw|F|ACC
(24:56:3:1)	wa	CONJ	PREFIX|w:CONJ+
(24:56:3:2)	'aAtu	V	STEM|POS:V|IMPV|(IV)|LEM:A^taY|ROOT:Aty|2MP
(24:56:3:3)	wA@	PRON	SUFFIX|PRON:2MP
(24:56:4:1)	{l	DET	PREFIX|Al+
(24:56:4:2)	z~akaw`pa	N	STEM|POS:N|LEM:zakaw`p|ROOT:zkw|F|ACC
(24:56:5:1)	wa	CONJ	PREFIX|w:CONJ+
(24:56:5:2)	>aTiyEu	V	STEM|POS:V|IMPV|(IV)|LEM:>aTaAEa|ROOT:TwE|2MP
(24:56:5:3)	wA@	PRON	SUFFIX|PRON:2MP
(24:56:6:1)	{l	DET	PREFIX|Al+
(24:56:6:2)	r~asuwla	N	STEM|POS:N|LEM:rasuwl|ROOT:rsl|M|ACC
(24:56:7:1)	laEal~a	ACC	STEM|POS:ACC|LEM:laEal~|SP:<in~
(24:56:7:2)	kumo	PRON	SUFFIX|PRON:2MP
(24:56:8:1)	turoHamu	V	STEM|POS:V|IMPF|PASS|LEM:r~aHima|ROOT:rHm|2MP
(24:56:8:2)	wna	PRON	SUFFIX|PRON:2MP
(24:57:1:1)	laA	PRO	STEM|POS:PRO|LEM:laA
(24:57:2:1)	taHosaba	V	STEM|POS:V|IMPF|LEM:Hasiba|ROOT:Hsb|2MS|MOOD:JUS
(24:57:2:2)	n~a	EMPH	SUFFIX|+n:EMPH
(24:57:3:1)	{l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
(24:57:4:1)	kafaru	V	STEM|POS:V|PERF|LEM:kafara|ROOT:kfr|3MP
(24:57:4:2)	wA@	PRON	SUFFIX|PRON:3MP
(24:57:5:1)	muEojiziyna	N	STEM|POS:N|ACT|PCPL|(IV)|LEM:muEojiz|ROOT:Ejz|MP|ACC
(24:57:6:1)	fiY	P	STEM|POS:P|LEM:fiY
(24:57:7:1)	{lo	DET	PREFIX|Al+
(24:57:7:2)	>aroDi	N	STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN
(24:57:8:1)	wa	CONJ	PREFIX|w:CONJ+
(24:57:8:2)	ma>owaY`	N	STEM|POS:N|LEM:ma>owaY`|ROOT:Awy|M|GEN
(24:57:8:3)	humu	PRON	SUFFIX|PRON:3MP
(24:57:9:1)	{l	DET	PREFIX|Al+
(24:57:9:2)	n~aAru	N	STEM|POS:N|LEM:naAr|ROOT:nwr|F|NOM
(24:57:10:1)	wa	CONJ	PREFIX|w:CONJ+
(24:57:10:2)	la	EMPH	PREFIX|l:EMPH+
(24:57:10:3)	bi}osa	V	STEM|POS:V|PERF|LEM:bi}osa|ROOT:bAs|3MS
(24:57:11:1)	{lo	DET	PREFIX|Al+
(24:57:11:2)	maSiyru	N	STEM|POS:N|LEM:maSiyr|ROOT:Syr|NOM
(24:58:1:1)	ya`^	VOC	PREFIX|ya+
(24:58:1:2)	>ay~uhaA	N	STEM|POS:N|LEM:>ay~uhaA|NOM
(24:58:2:1)	{l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
(24:58:3:1)	'aAmanu	V	STEM|POS:V|PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MP
(24:58:3:2)	wA@	PRON	SUFFIX|PRON:3MP
(24:58:4:1)	li	IMPV	PREFIX|l:IMPV+
(24:58:4:2)	yasota_#o*in	V	STEM|POS:V|IMPF|(X)|LEM:{sota_#o*ana|ROOT:A*n|3MS|MOOD:JUS
(24:58:4:3)	kumu	PRON	SUFFIX|PRON:2MP
(24:58:5:1)	{l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
(24:58:6:1)	malakato	V	STEM|POS:V|PERF|LEM:malakato|ROOT:mlk|3FS
(24:58:7:1)	>ayoma`nu	N	STEM|POS:N|LEM:yamiyn|ROOT:ymn|MP|NOM
(24:58:7:2)	kumo	PRON	SUFFIX|PRON:2MP
(24:58:8:1)	wa	CONJ	PREFIX|w:CONJ+
(24:58:8:2)	{l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
(24:58:9:1)	lamo	NEG	STEM|POS:NEG|LEM:lam
(24:58:10:1)	yabolugu	V	STEM|POS:V|IMPF|LEM:balaga|ROOT:blg|3MP|MOOD:JUS
(24:58:10:2)	wA@	PRON	SUFFIX|PRON:3MP
(24:58:11:1)	{lo	DET	PREFIX|Al+
(24:58:11:2)	Huluma	N	STEM|POS:N|LEM:Hulum|ROOT:Hlm|M|ACC
(24:58:12:1)	min	P	STEM|POS:P|LEM:min
(24:58:12:2)	kumo	PRON	SUFFIX|PRON:2MP
(24:58:13:1)	vala`va	N	STEM|POS:N|LEM:vala`v|ROOT:vlv|M|ACC
(24:58:14:1)	mar~a`tK	N	STEM|POS:N|LEM:mar~a`t|ROOT:mrr|FP|INDEF|GEN
(24:58:15:1)	m~in	P	STEM|POS:P|LEM:min
(24:58:16:1)	qaboli	N	STEM|POS:N|LEM:qabol|ROOT:qbl|GEN
(24:58:17:1)	Salaw`pi	N	STEM|POS:N|LEM:Salaw`p|ROOT:Slw|F|GEN
(24:58:18:1)	{lo	DET	PREFIX|Al+
(24:58:18:2)	fajori	N	STEM|POS:N|LEM:fajor|ROOT:fjr|M|GEN
(24:58:19:1)	wa	CONJ	PREFIX|w:CONJ+
(24:58:19:2)	Hiyna	N	STEM|POS:N|LEM:Hiyn|ROOT:Hyn|M|ACC
(24:58:20:1)	taDaEu	V	STEM|POS:V|IMPF|LEM:waDaEa|ROOT:wDE|2MP
(24:58:20:2)	wna	PRON	SUFFIX|PRON:2MP
(24:58:21:1)	viyaAba	N	STEM|POS:N|LEM:viyaAb|ROOT:vwb|MP|ACC
(24:58:21:2)	kum	PRON	SUFFIX|PRON:2MP
(24:58:22:1)	m~ina	P	STEM|POS:P|LEM:min
(24:58:23:1)	{l	DET	PREFIX|Al+
(24:58:23:2)	Z~ahiyrapi	N	STEM|POS:N|LEM:Z~ahiyrap|ROOT:Zhr|F|GEN
(24:58:24:1)	wa	CONJ	PREFIX|w:CONJ+
(24:58:24:2)	min[	P	STEM|POS:P|LEM:min
(24:58:25:1)	baEodi	N	STEM|POS:N|LEM:baEod|ROOT:bEd|GEN
(24:58:26:1)	Salaw`pi	N	STEM|POS:N|LEM:Salaw`p|ROOT:Slw|F|GEN
(24:58:27:1)	{lo	DET	PREFIX|Al+
(24:58:27:2)	Ei$aA^'i	N	STEM|POS:N|LEM:Ei$aA^'|ROOT:E$w|M|GEN
(24:58:28:1)	vala`vu	N	STEM|POS:N|LEM:vala`v|ROOT:vlv|M|NOM
(24:58:29:1)	Eawora`tK	N	STEM|POS:N|LEM:Eaworap|ROOT:Ewr|FP|INDEF|GEN
(24:58:30:1)	l~a	P	PREFIX|l:P+
(24:58:30:2)	kumo	PRON	STEM|POS:PRON|2MP
(24:58:31:1)	layosa	V	STEM|POS:V|PERF|LEM:l~ayosa|ROOT:lys|SP:kaAn|3MS
(24:58:32:1)	Ealayo	P	STEM|POS:P|LEM:EalaY`
(24:58:32:2)	kumo	PRON	SUFFIX|PRON:2MP
(24:58:33:1)	wa	CONJ	PREFIX|w:CONJ+
(24:58:33:2)	laA	NEG	STEM|POS:NEG|LEM:laA
(24:58:34:1)	Ealayo	P	STEM|POS:P|LEM:EalaY`
(24:58:34:2)	himo	PRON	SUFFIX|PRON:3MP
(24:58:35:1)	junaAHN[	N	STEM|POS:N|LEM:junaAH|ROOT:jnH|M|INDEF|NOM
(24:58:36:1)	baEoda	T	STEM|POS:T|LEM:baEod|ROOT:bEd|ACC
